0.603651,-0.0567954,-0.182826,0.339597,-0.217957,1.95223,0
0.602423,-0.0575577,-0.182296,0.33927,-0.214984,1.94496,0
0.602509,-0.0573946,-0.182031,0.337455,-0.213929,1.94718,0
0.599822,-0.058699,-0.181356,0.339102,-0.210957,1.93366,0
0.594487,-0.0608682,-0.179715,0.340299,-0.204381,1.91058,0
0.599435,-0.0587861,-0.181175,0.338742,-0.210529,1.93269,0
0.599046,-0.0589386,-0.181211,0.339475,-0.210931,1.93125,0
0.600441,-0.0584423,-0.181332,0.337836,-0.21091,1.93706,0
0.606743,-0.0553743,-0.183618,0.33778,-0.220863,1.96726,0
0.602924,-0.0574865,-0.182335,0.338627,-0.21478,1.94685,0
0.598622,-0.0593142,-0.181103,0.339937,-0.210097,1.92792,0
0.601475,-0.0579322,-0.18203,0.339505,-0.214162,1.94147,0
0.602689,-0.0574601,-0.182387,0.338991,-0.215376,1.94632,0
0.601875,-0.057772,-0.181784,0.337749,-0.212697,1.94322,0
0.601181,-0.0582032,-0.18148,0.337437,-0.211359,1.9404,0
0.609652,-0.0537649,-0.184944,0.33864,-0.227519,1.98246,0
0.601028,-0.0580885,-0.18178,0.339115,-0.212879,1.93936,0
0.602342,-0.0575403,-0.182251,0.339064,-0.214869,1.94509,0
0.602489,-0.057451,-0.182033,0.33731,-0.214071,1.9468,0
0.602296,-0.0574739,-0.182156,0.338765,-0.214718,1.94544,0
0.596679,-0.0600235,-0.18035,0.339761,-0.206869,1.92051,0
0.600886,-0.0582127,-0.181652,0.338771,-0.212144,1.9382,0
0.599672,-0.0587656,-0.181237,0.338851,-0.210724,1.93308,0
0.604276,-0.0564301,-0.182589,0.336955,-0.216773,1.95671,0
0.602147,-0.0576598,-0.181957,0.337836,-0.213916,1.94483,0
0.605883,-0.0558629,-0.183142,0.33714,-0.218856,1.96263,0
0.605891,-0.0559065,-0.18331,0.337948,-0.219469,1.9623,0
0.601518,-0.058082,-0.181539,0.337138,-0.211291,1.94068,0
0.602975,-0.0573251,-0.182123,0.337424,-0.214147,1.9483,0
0.602714,-0.057413,-0.181915,0.336987,-0.213237,1.9469,0
0.605584,-0.0560659,-0.183132,0.337427,-0.218926,1.96126,0
0.603412,-0.0572617,-0.182416,0.338209,-0.215382,1.949,0
0.59854,-0.0592532,-0.18112,0.33985,-0.210206,1.92761,0
0.603418,-0.0569423,-0.182816,0.339798,-0.217286,1.95086,0
0.6035,-0.0570731,-0.182589,0.338634,-0.216375,1.95023,0
0.605993,-0.0559271,-0.183117,0.336667,-0.218654,1.96292,0
0.606266,-0.0556452,-0.183487,0.338067,-0.220407,1.96467,0
0.606429,-0.0555658,-0.18361,0.338384,-0.220828,1.96539,0
0.603955,-0.0567896,-0.182864,0.339365,-0.217458,1.95232,0
0.595166,-0.0607192,-0.179691,0.339018,-0.204048,1.91289,0
0.600938,-0.0581252,-0.181665,0.338457,-0.212684,1.93927,0
0.60716,-0.0553012,-0.184026,0.339057,-0.222456,1.96798,0
0.60353,-0.0571038,-0.182147,0.336515,-0.214384,1.95093,0
0.602781,-0.0573164,-0.182455,0.339372,-0.215652,1.94702,0
0.601265,-0.0580413,-0.181492,0.33731,-0.211597,1.94084,0
0.608248,-0.054761,-0.184224,0.338063,-0.223721,1.9734,0
0.608204,-0.0547879,-0.183871,0.336296,-0.222187,1.97397,0
0.60478,-0.0563171,-0.182701,0.336949,-0.217248,1.95837,0
0.605147,-0.0561452,-0.183057,0.337684,-0.218605,1.95929,0
0.605878,-0.0561468,-0.182895,0.336006,-0.217325,1.96116,0
0.600788,-0.0582015,-0.181772,0.339392,-0.213046,1.93855,0
0.603189,-0.0571108,-0.182321,0.337788,-0.215403,1.94977,0
0.606934,-0.0554364,-0.183308,0.335857,-0.219465,1.96763,0
0.606119,-0.0558571,-0.183274,0.337374,-0.219376,1.9631,0
0.601963,-0.0577036,-0.181603,0.336368,-0.21206,1.94497,0
0.6029,-0.0573962,-0.181861,0.336168,-0.213053,1.94831,0
0.601991,-0.0576326,-0.182307,0.340011,-0.21507,1.94334,0
0.609807,-0.0539077,-0.184624,0.337253,-0.225768,1.982,0
0.60733,-0.0550748,-0.183881,0.337724,-0.222391,1.97034,0
0.60645,-0.0556308,-0.183591,0.338341,-0.220678,1.96494,0
0.601241,-0.0580487,-0.182145,0.340128,-0.214548,1.94038,0
0.604753,-0.0565265,-0.182816,0.337686,-0.21712,1.95596,0
0.597252,-0.0596581,-0.180592,0.339998,-0.208359,1.92399,0
0.602737,-0.0572654,-0.182586,0.340095,-0.216395,1.94717,0
0.605155,-0.0563118,-0.18273,0.336516,-0.216702,1.95839,0
0.600171,-0.0584997,-0.181294,0.338241,-0.210613,1.93584,0
0.60302,-0.0571645,-0.182503,0.338795,-0.216132,1.94918,0
0.601868,-0.0577319,-0.182142,0.339158,-0.21474,1.94377,0
0.603789,-0.0569485,-0.182582,0.338064,-0.215987,1.95187,0
0.604975,-0.0563358,-0.183373,0.339936,-0.219792,1.95726,0
0.608611,-0.0544335,-0.184313,0.337607,-0.224234,1.97659,0
0.601598,-0.0578337,-0.181967,0.339148,-0.213963,1.9425,0
0.601187,-0.0578291,-0.18192,0.339172,-0.214018,1.94169,0
0.604859,-0.0562863,-0.18319,0.338898,-0.219215,1.95741,0
0.603168,-0.0571575,-0.182474,0.338711,-0.215762,1.94882,0
0.609038,-0.0541432,-0.184376,0.33643,-0.224568,1.98017,0
0.608653,-0.0545007,-0.184124,0.336514,-0.223262,1.97611,0
0.603868,-0.056982,-0.18251,0.337723,-0.215787,1.95227,0
0.601887,-0.0576896,-0.181867,0.337935,-0.213462,1.94437,0
0.60546,-0.0560201,-0.18334,0.338798,-0.219943,1.96051,0
0.603233,-0.0572403,-0.182383,0.338036,-0.21551,1.94914,0
0.602162,-0.0574887,-0.182393,0.340061,-0.215861,1.945,0
0.613183,-0.0518291,-0.185745,0.335498,-0.231574,2.00315,0
0.604945,-0.0564221,-0.182898,0.337572,-0.217968,1.95706,0
0.609089,-0.0542342,-0.184049,0.335571,-0.223029,1.9792,0
0.605694,-0.0560818,-0.182612,0.335281,-0.216285,1.96136,0
0.5961,-0.0601505,-0.180234,0.339959,-0.20661,1.91771,0
0.602159,-0.0575643,-0.181987,0.33785,-0.213848,1.94543,0
0.604751,-0.0564352,-0.182888,0.337976,-0.217622,1.95649,0
0.604343,-0.0566359,-0.182678,0.337816,-0.216824,1.95483,0
0.601348,-0.0580533,-0.181714,0.338272,-0.212205,1.9404,0
0.600884,-0.0583346,-0.181817,0.339627,-0.212373,1.93726,0
0.605242,-0.0561275,-0.183342,0.339038,-0.219806,1.95938,0
0.599207,-0.0588625,-0.180512,0.336008,-0.207596,1.93275,0
0.60304,-0.057104,-0.182383,0.338356,-0.21596,1.94951,0
0.605691,-0.0560259,-0.183049,0.337162,-0.218255,1.96107,0
0.600321,-0.0585156,-0.181526,0.33914,-0.211919,1.93537,0
0.60356,-0.0571028,-0.182496,0.338255,-0.21601,1.95055,0
0.604213,-0.0565836,-0.182811,0.33857,-0.217483,1.95421,0
0.599686,-0.0586306,-0.181241,0.338283,-0.210677,1.93417,0
0.597303,-0.0596757,-0.180579,0.339672,-0.207888,1.92327,0
0.606956,-0.055479,-0.183467,0.336765,-0.219892,1.96673,0
0.600528,-0.0583746,-0.181564,0.338668,-0.21214,1.93768,0
0.605189,-0.0562747,-0.182981,0.337311,-0.217991,1.95918,0
0.605081,-0.0563387,-0.182811,0.337159,-0.217402,1.95831,0
0.604719,-0.0562986,-0.182871,0.337616,-0.217612,1.95803,0
0.602905,-0.0573489,-0.182176,0.337779,-0.21443,1.9479,0
0.601677,-0.0578534,-0.182205,0.340285,-0.214827,1.94224,0
0.600611,-0.0581899,-0.181983,0.340683,-0.214244,1.93803,0
0.602508,-0.0575017,-0.182209,0.338583,-0.214748,1.94513,0
0.597518,-0.0597571,-0.180131,0.337152,-0.205544,1.92415,0
0.600858,-0.0581001,-0.181859,0.339523,-0.213713,1.93985,0
0.608902,-0.054334,-0.184244,0.336878,-0.223755,1.97796,0
0.604865,-0.0563931,-0.182856,0.337568,-0.217476,1.95781,0
0.605042,-0.0561627,-0.183096,0.338235,-0.218779,1.95964,0
0.605702,-0.0559452,-0.18347,0.338978,-0.220455,1.96105,0
0.605786,-0.0561755,-0.182822,0.336172,-0.21705,1.96047,0
0.596687,-0.0599472,-0.18053,0.340391,-0.207846,1.92037,0
0.59617,-0.0601716,-0.180001,0.338902,-0.205546,1.91829,0
0.597427,-0.0597128,-0.1809,0.34119,-0.209138,1.92304,0
0.604133,-0.0567565,-0.182775,0.338373,-0.217223,1.95363,0
0.606985,-0.0553561,-0.183289,0.335839,-0.219537,1.96806,0
0.603014,-0.0572356,-0.182373,0.338298,-0.215411,1.94851,0
0.606648,-0.0554007,-0.183337,0.336745,-0.2198,1.96695,0
0.603634,-0.0570049,-0.18244,0.337378,-0.215759,1.95192,0
0.602894,-0.0574761,-0.182178,0.338002,-0.214326,1.94661,0
0.605194,-0.055909,-0.183476,0.339695,-0.221049,1.96097,0
0.598149,-0.0595163,-0.180996,0.340405,-0.209538,1.92539,0
0.60362,-0.0570064,-0.182364,0.337402,-0.215437,1.95112,0
0.600593,-0.0583368,-0.181116,0.336592,-0.210079,1.93786,0
0.605916,-0.0558988,-0.183085,0.336514,-0.218803,1.96237,0
0.598123,-0.0594361,-0.18104,0.340237,-0.209887,1.92669,0
0.601412,-0.0580846,-0.181658,0.337973,-0.212125,1.94089,0
0.605542,-0.0560101,-0.183262,0.338279,-0.219515,1.96077,0
0.603369,-0.0570013,-0.18213,0.336694,-0.214311,1.95137,0
0.603254,-0.0570833,-0.182511,0.338646,-0.216538,1.94987,0
0.604984,-0.0563519,-0.18297,0.337754,-0.217947,1.95785,0
0.604833,-0.0564654,-0.182679,0.336715,-0.216866,1.9569,0
0.60124,-0.0581105,-0.181485,0.337289,-0.211541,1.94029,0
0.598743,-0.0591856,-0.180915,0.33855,-0.209067,1.92871,0
0.603922,-0.0567035,-0.182832,0.339109,-0.217398,1.95292,0
0.60487,-0.0563625,-0.183085,0.338551,-0.218603,1.95721,0
