%time,field.header.seq,field.header.stamp,field.header.frame_id,field.spi1_miss,field.spi2_miss,field.uart_miss,field.objects0.slot,field.objects0.code,field.objects0.adc1,field.objects0.adc2,field.objects0.adc3,field.objects0.adc4,field.objects0.adc5,field.objects0.adc6,field.objects0.adc7,field.objects0.adc8,field.objects0.adc9,field.objects0.adc10,field.objects0.adc11,field.objects0.adc12,field.objects0.adc13,field.objects0.adc14,field.objects0.adc15,field.objects0.adc16
1448859432600997558,10530,1448859432600607050,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,563,601,596,0,0,0,0,0
1448859432615924630,10531,1448859432615544461,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,564,606,600,0,0,0,0,0
1448859432631868319,10532,1448859432631470721,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,565,609,603,0,0,0,0,0
1448859432646946389,10533,1448859432646552226,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,565,610,604,0,0,0,0,0
1448859432661915165,10534,1448859432661524727,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,563,602,597,0,0,0,0,0
1448859432676918343,10535,1448859432676531803,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,563,606,600,0,0,0,0,0
1448859432691896015,10536,1448859432691505871,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,564,609,603,0,0,0,0,0
1448859432706892668,10537,1448859432706512493,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,565,611,604,0,0,0,0,0
1448859432721900174,10538,1448859432721510574,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,563,605,600,0,0,0,0,0
1448859432736884276,10539,1448859432736489417,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,563,606,600,0,0,0,0,0
1448859432751884156,10540,1448859432751492044,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,564,609,602,0,0,0,0,0
1448859432766880602,10541,1448859432766489442,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,565,612,605,0,0,0,0,0
1448859432781862149,10542,1448859432781471821,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,563,609,602,0,0,0,0,0
1448859432796863161,10543,1448859432796471543,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,562,606,600,0,0,0,0,0
1448859432811765879,10544,1448859432811374217,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,563,609,602,0,0,0,0,0
1448859432826805432,10545,1448859432826417883,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,565,612,605,0,0,0,0,0
1448859432841751041,10546,1448859432841377467,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,565,612,605,0,0,0,0,0
1448859432856804181,10547,1448859432856409877,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,563,606,600,0,0,0,0,0
1448859432871745252,10548,1448859432871356521,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,563,607,600,0,0,0,0,0
1448859432886759559,10549,1448859432886392965,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,565,612,604,0,0,0,0,0
1448859432901740014,10550,1448859432901350862,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,566,614,606,0,0,0,0,0
1448859432916735858,10551,1448859432916342813,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,563,607,599,0,0,0,0,0
1448859432931645453,10552,1448859432931260129,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,564,608,600,0,0,0,0,0
1448859432946707351,10553,1448859432946319963,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,567,613,604,0,0,0,0,0
1448859432961710263,10554,1448859432961318549,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,568,614,606,0,0,0,0,0
1448859432976669634,10555,1448859432976296602,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,565,607,600,0,0,0,0,0
1448859432991667023,10556,1448859432991275518,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,565,607,600,0,0,0,0,0
1448859433006511638,10557,1448859433006188442,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,568,613,605,0,0,0,0,0
1448859433021512114,10558,1448859433021186309,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,569,615,606,0,0,0,0,0
1448859433036632838,10559,1448859433036256909,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,566,609,602,0,0,0,0,0
1448859433051568590,10560,1448859433051194772,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,566,606,599,0,0,0,0,0
1448859433067476935,10561,1448859433067100275,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,568,612,605,0,0,0,0,0
1448859433082455448,10562,1448859433082097684,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,570,614,606,0,0,0,0,0
1448859433097563172,10563,1448859433097176525,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,568,612,605,0,0,0,0,0
1448859433112433585,10564,1448859433112078246,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,566,605,598,0,0,0,0,0
1448859433127516890,10565,1448859433127129051,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,570,613,606,0,0,0,0,0
1448859433142558434,10566,1448859433142173041,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,570,614,606,0,0,0,0,0
1448859433157373319,10567,1448859433157042336,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,570,615,607,0,0,0,0,0
1448859433172489579,10568,1448859433172102692,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,567,605,599,0,0,0,0,0
1448859433187473877,10569,1448859433187112160,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,570,612,606,0,0,0,0,0
1448859433202523455,10570,1448859433202114007,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,571,614,607,0,0,0,0,0
1448859433217473233,10571,1448859433217092767,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,571,616,609,0,0,0,0,0
1448859433232330186,10572,1448859433232020684,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,568,606,601,0,0,0,0,0
1448859433247307276,10573,1448859433246964650,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,571,612,606,0,0,0,0,0
1448859433262408072,10574,1448859433261941464,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,572,615,608,0,0,0,0,0
1448859433277422892,10575,1448859433277036339,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,572,615,609,0,0,0,0,0
1448859433292431759,10576,1448859433292053585,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,570,610,604,0,0,0,0,0
1448859433307359686,10577,1448859433306973981,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,572,612,607,0,0,0,0,0
1448859433322375956,10578,1448859433321971960,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,573,614,609,0,0,0,0,0
1448859433337368887,10579,1448859433336974429,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,575,617,612,0,0,0,0,0
1448859433352323334,10580,1448859433351936781,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,572,610,606,0,0,0,0,0
1448859433367347916,10581,1448859433366956114,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,573,612,608,0,0,0,0,0
1448859433382352189,10582,1448859433381957033,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,576,614,610,0,0,0,0,0
1448859433397168884,10583,1448859433396849276,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,577,618,614,0,0,0,0,0
1448859433412325696,10584,1448859433411936230,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,575,613,609,0,0,0,0,0
1448859433427288393,10585,1448859433426913055,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,575,612,609,0,0,0,0,0
1448859433442335112,10586,1448859433441900352,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,577,614,611,0,0,0,0,0
1448859433457316432,10587,1448859433456919295,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,579,619,616,0,0,0,0,0
1448859433472211604,10588,1448859433471817845,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,579,617,614,0,0,0,0,0
1448859433487291483,10589,1448859433486897804,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,577,613,611,0,0,0,0,0
1448859433502301383,10590,1448859433501876216,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,579,615,614,0,0,0,0,0
1448859433518183012,10591,1448859433517760924,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,582,620,619,0,0,0,0,0
1448859433533170346,10592,1448859433532792489,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,580,618,617,0,0,0,0,0
1448859433548230920,10593,1448859433547843298,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,579,614,613,0,0,0,0,0
1448859433563235047,10594,1448859433562850425,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,582,617,617,0,0,0,0,0
1448859433578216418,10595,1448859433577851914,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,585,622,623,0,0,0,0,0
1448859433593248536,10596,1448859433592851299,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,586,622,623,0,0,0,0,0
1448859433608194191,10597,1448859433607802386,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,580,613,614,0,0,0,0,0
1448859433623189491,10598,1448859433622855193,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,585,619,620,0,0,0,0,0
1448859433638275826,10599,1448859433637855556,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,588,623,625,0,0,0,0,0
1448859433653233503,10600,1448859433652846205,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,589,624,627,0,0,0,0,0
1448859433668147094,10601,1448859433667765292,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,583,613,616,0,0,0,0,0
1448859433683144104,10602,1448859433682753799,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,588,621,624,0,0,0,0,0
1448859433698138716,10603,1448859433697746096,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,591,625,629,0,0,0,0,0
1448859433713140821,10604,1448859433712752477,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,593,626,631,0,0,0,0,0
1448859433728087908,10605,1448859433727715737,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,587,615,620,0,0,0,0,0
1448859433743139347,10606,1448859433742745016,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,591,622,628,0,0,0,0,0
1448859433758106837,10607,1448859433757712162,,0,0,0,30,1048575,0,0,0,0,0,0,0,0,594,627,632,0,0,0,0,0
1448859433773097156,10608,1448859433772704713,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,596,629,635,0,0,0,0,0
1448859433788083796,10609,1448859433787710656,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,590,620,625,0,0,0,0,0
1448859433803007482,10610,1448859433802638499,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,594,624,631,0,0,0,0,0
1448859433817940069,10611,1448859433817549544,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,597,629,636,0,0,0,0,0
1448859433833021001,10612,1448859433832631234,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,599,631,639,0,0,0,0,0
1448859433848000544,10613,1448859433847610256,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,595,626,634,0,0,0,0,0
1448859433862993167,10614,1448859433862598850,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,596,626,634,0,0,0,0,0
1448859433877985680,10615,1448859433877592643,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,599,629,638,0,0,0,0,0
1448859433892874255,10616,1448859433892488537,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,602,633,643,0,0,0,0,0
1448859433907967593,10617,1448859433907575100,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,601,631,642,0,0,0,0,0
1448859433922908880,10618,1448859433922502659,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,598,627,637,0,0,0,0,0
1448859433937945015,10619,1448859433937553164,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,601,629,640,0,0,0,0,0
1448859433953905684,10620,1448859433953510748,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,606,636,648,0,0,0,0,0
1448859433968853582,10621,1448859433968469248,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,607,636,648,0,0,0,0,0
1448859433983887967,10622,1448859433983496846,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,602,628,641,0,0,0,0,0
1448859433998841258,10623,1448859433998449870,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,604,629,643,0,0,0,0,0
1448859434013864911,10624,1448859434013472936,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,609,636,651,0,0,0,0,0
1448859434028841305,10625,1448859434028452851,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,611,638,654,0,0,0,0,0
1448859434043828681,10626,1448859434043450082,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,605,630,645,0,0,0,0,0
1448859434058777194,10627,1448859434058394894,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,606,628,644,0,0,0,0,0
1448859434073738375,10628,1448859434073350489,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,613,636,655,0,0,0,0,0
1448859434088796500,10629,1448859434088412726,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,615,640,657,0,0,0,0,0
1448859434103799595,10630,1448859434103410606,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,611,633,651,0,0,0,0,0
1448859434118702342,10631,1448859434118313574,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,607,627,646,0,0,0,0,0
1448859434133748008,10632,1448859434133395402,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,617,639,658,0,0,0,0,0
1448859434148709373,10633,1448859434148324384,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,619,640,660,0,0,0,0,0
1448859434163763854,10634,1448859434163373238,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,615,635,655,0,0,0,0,0
1448859434178682350,10635,1448859434178294825,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,612,629,649,0,0,0,0,0
1448859434193749595,10636,1448859434193354322,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,619,638,660,0,0,0,0,0
1448859434208660239,10637,1448859434208270014,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,620,639,662,0,0,0,0,0
1448859434223726507,10638,1448859434223333970,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,620,639,661,0,0,0,0,0
1448859434238590940,10639,1448859434238194835,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,614,628,650,0,0,0,0,0
1448859434253640394,10640,1448859434253257907,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,621,638,661,0,0,0,0,0
1448859434268577929,10641,1448859434268178317,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,624,640,664,0,0,0,0,0
1448859434283626621,10642,1448859434283233216,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,626,642,666,0,0,0,0,0
1448859434298562650,10643,1448859434298174891,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,617,630,654,0,0,0,0,0
1448859434313545503,10644,1448859434313172130,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,624,637,663,0,0,0,0,0
1448859434328508355,10645,1448859434328114205,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,627,640,665,0,0,0,0,0
1448859434343521603,10646,1448859434343131569,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,627,639,665,0,0,0,0,0
1448859434358574123,10647,1448859434358183303,,0,0,0,30,1048575,0,0,0,0,0,0,0,0,622,632,659,0,0,0,0,0
1448859434373504986,10648,1448859434373121266,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,627,636,663,0,0,0,0,0
1448859434388545842,10649,1448859434388159243,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,629,638,666,0,0,0,0,0
1448859434404506446,10650,1448859434404114531,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,632,639,669,0,0,0,0,0
1448859434419624574,10651,1448859434419112226,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,625,631,660,0,0,0,0,0
1448859434434449554,10652,1448859434434016475,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,628,634,664,0,0,0,0,0
1448859434449462010,10653,1448859434449095827,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,632,636,666,0,0,0,0,0
1448859434464452990,10654,1448859434464059424,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,636,640,671,0,0,0,0,0
1448859434479443812,10655,1448859434479060433,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,628,631,661,0,0,0,0,0
1448859434494489887,10656,1448859434494055809,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,630,631,663,0,0,0,0,0
1448859434509485480,10657,1448859434509057634,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,633,634,666,0,0,0,0,0
1448859434524430426,10658,1448859434524038260,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,638,638,671,0,0,0,0,0
1448859434539441190,10659,1448859434539041938,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,631,630,664,0,0,0,0,0
1448859434554447618,10660,1448859434554023663,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,630,629,662,0,0,0,0,0
1448859434569429353,10661,1448859434569039329,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,634,631,666,0,0,0,0,0
1448859434584406255,10662,1448859434584012341,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,638,635,671,0,0,0,0,0
1448859434599455038,10663,1448859434599024144,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,635,632,668,0,0,0,0,0
1448859434614410628,10664,1448859434613991240,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,629,625,661,0,0,0,0,0
1448859434629395303,10665,1448859434629003051,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,634,630,666,0,0,0,0,0
1448859434644391144,10666,1448859434644000745,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,638,633,671,0,0,0,0,0
1448859434659471741,10667,1448859434658982418,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,638,632,671,0,0,0,0,0
1448859434674335181,10668,1448859434673938187,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,626,620,657,0,0,0,0,0
1448859434689317597,10669,1448859434688922044,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,635,627,666,0,0,0,0,0
1448859434704298741,10670,1448859434703904120,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,639,631,671,0,0,0,0,0
1448859434719380504,10671,1448859434718900306,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,639,631,672,0,0,0,0,0
1448859434734300975,10672,1448859434733875577,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,627,619,656,0,0,0,0,0
1448859434749225095,10673,1448859434748829395,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,635,626,667,0,0,0,0,0
1448859434764270839,10674,1448859434763881840,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,639,629,671,0,0,0,0,0
1448859434779177979,10675,1448859434778812383,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,639,629,672,0,0,0,0,0
1448859434794280011,10676,1448859434793861465,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,626,616,656,0,0,0,0,0
1448859434809254482,10677,1448859434808791092,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,635,624,667,0,0,0,0,0
1448859434824204830,10678,1448859434823819977,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,638,627,671,0,0,0,0,0
1448859434839202318,10679,1448859434838816864,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,640,628,672,0,0,0,0,0
1448859434854287331,10680,1448859434853850945,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,627,616,658,0,0,0,0,0
1448859434870089897,10681,1448859434869732834,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,634,621,665,0,0,0,0,0
1448859434885229049,10682,1448859434884835262,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,637,624,669,0,0,0,0,0
1448859434900030169,10683,1448859434899675338,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,639,625,672,0,0,0,0,0
1448859434915156128,10684,1448859434914765773,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,628,615,659,0,0,0,0,0
1448859434930041714,10685,1448859434929679356,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,632,619,663,0,0,0,0,0
1448859434945139723,10686,1448859434944738908,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,634,621,666,0,0,0,0,0
1448859434960130019,10687,1448859434959737710,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,639,625,672,0,0,0,0,0
1448859434975108260,10688,1448859434974716278,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,633,620,665,0,0,0,0,0
1448859434990209617,10689,1448859434989699403,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,632,619,663,0,0,0,0,0
1448859435005071320,10690,1448859435004686030,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,633,620,665,0,0,0,0,0
1448859435019998835,10691,1448859435019596881,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,639,625,672,0,0,0,0,0
1448859435035056289,10692,1448859435034667862,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,636,623,669,0,0,0,0,0
1448859435049944251,10693,1448859435049592878,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,631,617,662,0,0,0,0,0
1448859435065033057,10694,1448859435064630227,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,633,619,664,0,0,0,0,0
1448859435080115277,10695,1448859435079648626,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,640,625,672,0,0,0,0,0
1448859435095007135,10696,1448859435094624227,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,640,626,672,0,0,0,0,0
1448859435109884019,10697,1448859435109565818,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,631,618,663,0,0,0,0,0
1448859435124877405,10698,1448859435124498666,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,633,619,663,0,0,0,0,0
1448859435139935406,10699,1448859435139573419,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,640,625,671,0,0,0,0,0
1448859435154876165,10700,1448859435154497239,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,641,627,673,0,0,0,0,0
1448859435169947153,10701,1448859435169552658,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,633,620,663,0,0,0,0,0
1448859435184921959,10702,1448859435184530869,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,631,618,661,0,0,0,0,0
1448859435199790999,10703,1448859435199457607,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,640,626,671,0,0,0,0,0
1448859435214909497,10704,1448859435214503420,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,641,627,672,0,0,0,0,0
1448859435229911365,10705,1448859435229492649,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,636,623,666,0,0,0,0,0
1448859435244907538,10706,1448859435244516324,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,631,618,660,0,0,0,0,0
1448859435259861513,10707,1448859435259491017,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,640,627,670,0,0,0,0,0
1448859435274886600,10708,1448859435274491351,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,641,628,671,0,0,0,0,0
1448859435290771081,10709,1448859435290399375,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,639,626,669,0,0,0,0,0
1448859435305809005,10710,1448859435305416699,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,632,619,660,0,0,0,0,0
1448859435320684135,10711,1448859435320335131,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,640,627,669,0,0,0,0,0
1448859435335799484,10712,1448859435335413001,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,642,629,671,0,0,0,0,0
1448859435350705010,10713,1448859435350333397,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,639,628,668,0,0,0,0,0
1448859435365784910,10714,1448859435365390255,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,634,622,662,0,0,0,0,0
1448859435380707278,10715,1448859435380354822,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,641,629,669,0,0,0,0,0
1448859435395766071,10716,1448859435395374414,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,643,631,670,0,0,0,0,0
1448859435410696124,10717,1448859435410322875,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,638,627,665,0,0,0,0,0
1448859435425749350,10718,1448859435425360987,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,637,625,663,0,0,0,0,0
1448859435440645562,10719,1448859435440289307,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,641,630,668,0,0,0,0,0
1448859435455745709,10720,1448859435455354670,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,644,632,670,0,0,0,0,0
1448859435470658973,10721,1448859435470301339,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,643,631,669,0,0,0,0,0
1448859435485734587,10722,1448859435485339024,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,637,626,662,0,0,0,0,0
1448859435500579452,10723,1448859435500228901,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,641,631,667,0,0,0,0,0
1448859435515650190,10724,1448859435515261032,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,643,633,669,0,0,0,0,0
1448859435530572197,10725,1448859435530237766,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,646,636,672,0,0,0,0,0
1448859435545543174,10726,1448859435545208482,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,638,628,662,0,0,0,0,0
1448859435560531647,10727,1448859435560182456,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,640,631,665,0,0,0,0,0
1448859435575491862,10728,1448859435575153665,,0,0,0,30,1048575,0,0,0,0,0,0,0,0,644,634,668,0,0,0,0,0
1448859435590514411,10729,1448859435590190851,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,647,638,672,0,0,0,0,0
1448859435605586005,10730,1448859435605204878,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,638,630,662,0,0,0,0,0
1448859435620484836,10731,1448859435620133727,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,639,631,663,0,0,0,0,0
1448859435635484516,10732,1448859435635114323,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,644,636,668,0,0,0,0,0
1448859435650499354,10733,1448859435650128659,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,648,640,672,0,0,0,0,0
1448859435665463538,10734,1448859435665115836,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,640,633,664,0,0,0,0,0
1448859435680481232,10735,1448859435680130714,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,636,629,660,0,0,0,0,0
1448859435695599617,10736,1448859435695204204,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,643,637,667,0,0,0,0,0
1448859435710371540,10737,1448859435710112215,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,647,640,670,0,0,0,0,0
1448859435725523889,10738,1448859435725144095,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,642,637,667,0,0,0,0,0
1448859435740424611,10739,1448859435740069890,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,633,627,656,0,0,0,0,0
1448859435756488350,10740,1448859435756089064,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,643,637,666,0,0,0,0,0
1448859435771385539,10741,1448859435771034313,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,647,641,670,0,0,0,0,0
1448859435786480241,10742,1448859435786083946,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,646,641,670,0,0,0,0,0
1448859435801446458,10743,1448859435801056193,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,633,628,655,0,0,0,0,0
1448859435816454206,10744,1448859435816064138,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,643,637,666,0,0,0,0,0
