%time,field.header.seq,field.header.stamp,field.header.frame_id,field.spi1_miss,field.spi2_miss,field.uart_miss,field.objects0.slot,field.objects0.code,field.objects0.adc1,field.objects0.adc2,field.objects0.adc3,field.objects0.adc4,field.objects0.adc5,field.objects0.adc6,field.objects0.adc7,field.objects0.adc8,field.objects0.adc9,field.objects0.adc10,field.objects0.adc11,field.objects0.adc12,field.objects0.adc13,field.objects0.adc14,field.objects0.adc15,field.objects0.adc16
1448859456350755971,12111,1448859456350366548,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,539,580,571,0,0,0,0,0
1448859456365743780,12112,1448859456365352122,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,539,582,573,0,0,0,0,0
1448859456380744709,12113,1448859456380354615,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,539,583,574,0,0,0,0,0
1448859456395726407,12114,1448859456395335120,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,539,578,570,0,0,0,0,0
1448859456410724834,12115,1448859456410330677,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,539,580,571,0,0,0,0,0
1448859456425728032,12116,1448859456425337407,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,539,581,572,0,0,0,0,0
1448859456441514288,12117,1448859456441219443,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,539,583,574,0,0,0,0,0
1448859456456663025,12118,1448859456456271774,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,539,580,570,0,0,0,0,0
1448859456471500442,12119,1448859456471183069,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,538,580,571,0,0,0,0,0
1448859456486454900,12120,1448859456486118103,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,538,581,572,0,0,0,0,0
1448859456501623195,12121,1448859456501232740,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,538,582,573,0,0,0,0,0
1448859456516474866,12122,1448859456516147835,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,538,581,571,0,0,0,0,0
1448859456531695667,12123,1448859456531236275,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,538,579,570,0,0,0,0,0
1448859456546494594,12124,1448859456546123722,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,538,581,572,0,0,0,0,0
1448859456561334127,12125,1448859456561099939,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,538,582,572,0,0,0,0,0
1448859456576585122,12126,1448859456576192813,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,537,581,571,0,0,0,0,0
1448859456591302105,12127,1448859456591085341,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,538,579,570,0,0,0,0,0
1448859456606445460,12128,1448859456606083826,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,538,581,570,0,0,0,0,0
1448859456621409421,12129,1448859456621044470,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,538,583,572,0,0,0,0,0
1448859456636397748,12130,1448859456636063561,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,538,583,573,0,0,0,0,0
1448859456651456669,12131,1448859456651043055,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,538,579,570,0,0,0,0,0
1448859456666475141,12132,1448859456666076203,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,538,579,570,0,0,0,0,0
1448859456681535925,12133,1448859456681136643,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,538,582,572,0,0,0,0,0
1448859456696472452,12134,1448859456696082541,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,538,583,573,0,0,0,0,0
1448859456711461808,12135,1448859456711071787,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,538,579,570,0,0,0,0,0
1448859456726468874,12136,1448859456726063815,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,537,578,569,0,0,0,0,0
1448859456741445276,12137,1448859456741063063,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,538,582,571,0,0,0,0,0
1448859456756432622,12138,1448859456756041238,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,538,583,572,0,0,0,0,0
1448859456771402567,12139,1448859456771020525,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,538,580,570,0,0,0,0,0
1448859456786486167,12140,1448859456786048562,,0,0,0,30,1048575,0,0,0,0,0,0,0,0,537,577,568,0,0,0,0,0
1448859456801459925,12141,1448859456801072730,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,536,581,571,0,0,0,0,0
1448859456816374120,12142,1448859456815984296,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,537,582,571,0,0,0,0,0
1448859456831390611,12143,1448859456831008661,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,538,581,570,0,0,0,0,0
1448859456846392181,12144,1448859456845981215,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,537,576,567,0,0,0,0,0
1448859456861359274,12145,1448859456860972711,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,537,581,570,0,0,0,0,0
1448859456877308610,12146,1448859456876921191,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,536,582,571,0,0,0,0,0
1448859456892241427,12147,1448859456891886349,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,537,582,571,0,0,0,0,0
1448859456907292867,12148,1448859456906901647,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,537,575,567,0,0,0,0,0
1448859456922201821,12149,1448859456921848857,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,536,580,569,0,0,0,0,0
1448859456937228291,12150,1448859456936849245,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,536,581,570,0,0,0,0,0
1448859456952065675,12151,1448859456951801052,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,536,582,570,0,0,0,0,0
1448859456967227212,12152,1448859456966832280,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,537,575,566,0,0,0,0,0
1448859456982219485,12153,1448859456981822124,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,537,579,569,0,0,0,0,0
1448859456997249881,12154,1448859456996862606,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,536,580,569,0,0,0,0,0
1448859457012116788,12155,1448859457011759231,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,535,581,570,0,0,0,0,0
1448859457027231752,12156,1448859457026840268,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,537,576,566,0,0,0,0,0
1448859457042095014,12157,1448859457041745177,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,536,577,567,0,0,0,0,0
1448859457057211985,12158,1448859457056821781,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,536,579,568,0,0,0,0,0
1448859457072077189,12159,1448859457071723117,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,536,580,569,0,0,0,0,0
1448859457087205497,12160,1448859457086808908,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,537,577,567,0,0,0,0,0
1448859457102003413,12161,1448859457101747620,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,536,577,566,0,0,0,0,0
1448859457117158615,12162,1448859457116763850,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,536,577,567,0,0,0,0,0
1448859457132053220,12163,1448859457131698706,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,535,580,568,0,0,0,0,0
1448859457147168474,12164,1448859457146788510,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,536,577,566,0,0,0,0,0
1448859457161982836,12165,1448859457161627296,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,536,576,565,0,0,0,0,0
1448859457177116506,12166,1448859457176717552,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,535,577,566,0,0,0,0,0
1448859457191907830,12167,1448859457191595742,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,535,579,567,0,0,0,0,0
1448859457206854961,12168,1448859457206608212,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,536,577,565,0,0,0,0,0
1448859457221994931,12169,1448859457221609464,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,535,574,564,0,0,0,0,0
1448859457237093544,12170,1448859457236703754,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,535,575,565,0,0,0,0,0
1448859457252058436,12171,1448859457251719764,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,535,578,566,0,0,0,0,0
1448859457267062542,12172,1448859457266661353,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,535,578,566,0,0,0,0,0
1448859457282137371,12173,1448859457281741761,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,535,574,563,0,0,0,0,0
1448859457297094534,12174,1448859457296702842,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,534,574,563,0,0,0,0,0
1448859457311942654,12175,1448859457311631980,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,534,577,565,0,0,0,0,0
1448859457327109569,12176,1448859457326721058,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,533,577,565,0,0,0,0,0
1448859457342990804,12177,1448859457342603255,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,535,573,563,0,0,0,0,0
1448859457357974629,12178,1448859457357588437,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,534,573,562,0,0,0,0,0
1448859457372846059,12179,1448859457372499039,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,534,576,564,0,0,0,0,0
1448859457387892398,12180,1448859457387496354,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,533,576,564,0,0,0,0,0
1448859457402818086,12181,1448859457402490166,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,534,573,562,0,0,0,0,0
1448859457417879201,12182,1448859457417494562,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,533,572,562,0,0,0,0,0
1448859457432826962,12183,1448859457432477170,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,534,575,563,0,0,0,0,0
1448859457447927024,12184,1448859457447537802,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,533,575,564,0,0,0,0,0
1448859457462929279,12185,1448859457462539335,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,534,571,560,0,0,0,0,0
1448859457477938683,12186,1448859457477545292,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,533,572,561,0,0,0,0,0
1448859457492790624,12187,1448859457492440547,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,532,573,562,0,0,0,0,0
1448859457507918494,12188,1448859457507523716,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,533,575,563,0,0,0,0,0
1448859457522771037,12189,1448859457522420302,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,532,572,560,0,0,0,0,0
1448859457537891270,12190,1448859457537498767,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,533,571,560,0,0,0,0,0
1448859457552868131,12191,1448859457552475280,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,533,573,561,0,0,0,0,0
1448859457567856775,12192,1448859457567477669,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,533,573,562,0,0,0,0,0
1448859457582777575,12193,1448859457582428604,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,532,573,561,0,0,0,0,0
1448859457597823209,12194,1448859457597427075,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,533,571,560,0,0,0,0,0
1448859457612775040,12195,1448859457612421502,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,532,572,560,0,0,0,0,0
1448859457627793442,12196,1448859457627403985,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,532,573,561,0,0,0,0,0
1448859457642801984,12197,1448859457642407166,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,532,573,562,0,0,0,0,0
1448859457657772465,12198,1448859457657381653,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,533,571,560,0,0,0,0,0
1448859457672779107,12199,1448859457672385495,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,533,572,560,0,0,0,0,0
1448859457687771539,12200,1448859457687382574,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,532,572,560,0,0,0,0,0
1448859457702644722,12201,1448859457702288527,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,531,573,561,0,0,0,0,0
1448859457717675443,12202,1448859457717285081,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,533,571,560,0,0,0,0,0
1448859457732619679,12203,1448859457732270140,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,532,570,558,0,0,0,0,0
1448859457747681604,12204,1448859457747300784,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,532,572,560,0,0,0,0,0
1448859457762642856,12205,1448859457762293256,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,531,573,561,0,0,0,0,0
1448859457777633032,12206,1448859457777245340,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,533,571,559,0,0,0,0,0
1448859457792567675,12207,1448859457792216880,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,532,568,558,0,0,0,0,0
1448859457808570665,12208,1448859457808180561,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,532,572,560,0,0,0,0,0
1448859457823655563,12209,1448859457823266287,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,531,574,561,0,0,0,0,0
1448859457838570276,12210,1448859457838183255,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,532,572,560,0,0,0,0,0
1448859457853635569,12211,1448859457853246641,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,531,568,557,0,0,0,0,0
1448859457868556949,12212,1448859457868169594,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,531,572,560,0,0,0,0,0
1448859457883500308,12213,1448859457883137512,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,531,574,560,0,0,0,0,0
1448859457898582764,12214,1448859457898194942,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,531,574,560,0,0,0,0,0
1448859457913597874,12215,1448859457913206353,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,531,568,557,0,0,0,0,0
1448859457928559368,12216,1448859457928167293,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,531,572,559,0,0,0,0,0
1448859457943541020,12217,1448859457943161637,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,531,573,560,0,0,0,0,0
1448859457958567063,12218,1448859457958138737,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,531,573,560,0,0,0,0,0
1448859457973527686,12219,1448859457973139826,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,532,568,557,0,0,0,0,0
1448859457988522518,12220,1448859457988129444,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,531,571,558,0,0,0,0,0
1448859458003423371,12221,1448859458003074043,,0,0,0,30,1048575,0,0,0,0,0,0,0,0,531,573,559,0,0,0,0,0
1448859458018467187,12222,1448859458018048320,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,531,574,560,0,0,0,0,0
1448859458033421132,12223,1448859458033062820,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,532,568,557,0,0,0,0,0
1448859458048490600,12224,1448859458048103058,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,531,570,558,0,0,0,0,0
1448859458063465865,12225,1448859458063069627,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,531,571,558,0,0,0,0,0
1448859458078424190,12226,1448859458078014878,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,531,573,559,0,0,0,0,0
1448859458093395916,12227,1448859458093025920,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,533,569,557,0,0,0,0,0
1448859458108422258,12228,1448859458108030701,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,531,570,557,0,0,0,0,0
1448859458123410843,12229,1448859458123034680,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,531,571,558,0,0,0,0,0
1448859458138414719,12230,1448859458137999023,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,530,573,558,0,0,0,0,0
1448859458153324939,12231,1448859458152950924,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,532,571,557,0,0,0,0,0
1448859458168380666,12232,1448859458167974719,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,531,569,557,0,0,0,0,0
1448859458183243517,12233,1448859458182894994,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,531,571,557,0,0,0,0,0
1448859458198378798,12234,1448859458197985446,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,531,572,558,0,0,0,0,0
1448859458213278297,12235,1448859458212928845,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,532,572,558,0,0,0,0,0
1448859458228331772,12236,1448859458227966617,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,531,569,556,0,0,0,0,0
1448859458244319470,12237,1448859458243926129,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,530,569,556,0,0,0,0,0
1448859458259308228,12238,1448859458258916774,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,530,572,557,0,0,0,0,0
1448859458274305113,12239,1448859458273915593,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,531,572,558,0,0,0,0,0
1448859458289240242,12240,1448859458288845784,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,531,569,556,0,0,0,0,0
1448859458304283416,12241,1448859458303894982,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,530,569,556,0,0,0,0,0
1448859458319273690,12242,1448859458318875511,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,530,572,558,0,0,0,0,0
1448859458334291489,12243,1448859458333875098,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,530,573,558,0,0,0,0,0
1448859458349244867,12244,1448859458348852364,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,531,570,556,0,0,0,0,0
1448859458364242040,12245,1448859458363854037,,0,0,0,0,1048575,0,0,0,0,0,0,0,0,531,568,555,0,0,0,0,0
1448859458379202567,12246,1448859458378810244,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,531,572,558,0,0,0,0,0
1448859458394228259,12247,1448859458393835008,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,530,572,558,0,0,0,0,0
1448859458409231196,12248,1448859458408835005,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,532,570,557,0,0,0,0,0
1448859458424209075,12249,1448859458423816806,,0,0,0,45,1048575,0,0,0,0,0,0,0,0,531,568,556,0,0,0,0,0
1448859458439115176,12250,1448859458438747844,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,530,572,558,0,0,0,0,0
1448859458454109967,12251,1448859458453756947,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,530,572,558,0,0,0,0,0
1448859458469135967,12252,1448859458468749601,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,531,571,556,0,0,0,0,0
1448859458484157763,12253,1448859458483770118,,0,0,0,40,1048575,0,0,0,0,0,0,0,0,530,568,555,0,0,0,0,0
1448859458499113043,12254,1448859458498726376,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,531,571,557,0,0,0,0,0
1448859458514110128,12255,1448859458513719296,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,530,572,557,0,0,0,0,0
1448859458529056239,12256,1448859458528665637,,0,0,0,36,1048575,0,0,0,0,0,0,0,0,531,571,556,0,0,0,0,0
1448859458543985019,12257,1448859458543656725,,0,0,0,35,1048575,0,0,0,0,0,0,0,0,530,568,555,0,0,0,0,0
1448859458559061272,12258,1448859458558675818,,0,0,0,34,1048575,0,0,0,0,0,0,0,0,530,570,556,0,0,0,0,0
1448859458574089666,12259,1448859458573695706,,0,0,0,33,1048575,0,0,0,0,0,0,0,0,530,571,557,0,0,0,0,0
1448859458589044660,12260,1448859458588655394,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,529,571,556,0,0,0,0,0
1448859458604086854,12261,1448859458603700565,,0,0,0,30,1048575,0,0,0,0,0,0,0,0,531,568,555,0,0,0,0,0
1448859458619050536,12262,1448859458618657986,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,530,570,556,0,0,0,0,0
1448859458634095233,12263,1448859458633703953,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,530,571,557,0,0,0,0,0
1448859458648946509,12264,1448859458648558142,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,530,572,557,0,0,0,0,0
1448859458664015549,12265,1448859458663620540,,0,0,0,25,1048575,0,0,0,0,0,0,0,0,531,569,556,0,0,0,0,0
1448859458678965062,12266,1448859458678574413,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,531,570,556,0,0,0,0,0
1448859458694943811,12267,1448859458694551716,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,530,572,557,0,0,0,0,0
1448859458709938027,12268,1448859458709546095,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,530,573,558,0,0,0,0,0
1448859458724914274,12269,1448859458724522800,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,532,570,556,0,0,0,0,0
1448859458739899277,12270,1448859458739516553,,0,0,0,19,1048575,0,0,0,0,0,0,0,0,531,570,556,0,0,0,0,0
1448859458754904355,12271,1448859458754517194,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,530,572,557,0,0,0,0,0
1448859458769883688,12272,1448859458769495407,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,530,574,559,0,0,0,0,0
1448859458784893571,12273,1448859458784502220,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,532,572,557,0,0,0,0,0
1448859458799885295,12274,1448859458799498411,,0,0,0,14,1048575,0,0,0,0,0,0,0,0,530,570,556,0,0,0,0,0
1448859458814856087,12275,1448859458814490531,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,530,571,557,0,0,0,0,0
1448859458829880856,12276,1448859458829481681,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,530,573,558,0,0,0,0,0
1448859458844863447,12277,1448859458844469904,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,531,573,558,0,0,0,0,0
1448859458859871408,12278,1448859458859482997,,0,0,0,9,1048575,0,0,0,0,0,0,0,0,530,569,556,0,0,0,0,0
1448859458874860563,12279,1448859458874466707,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,530,572,558,0,0,0,0,0
1448859458889856248,12280,1448859458889463574,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,531,574,559,0,0,0,0,0
1448859458904852422,12281,1448859458904465328,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,531,575,559,0,0,0,0,0
1448859458919831889,12282,1448859458919441577,,0,0,0,4,1048575,0,0,0,0,0,0,0,0,531,569,557,0,0,0,0,0
1448859458934837154,12283,1448859458934447530,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,530,573,559,0,0,0,0,0
1448859458949816749,12284,1448859458949424493,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,531,576,560,0,0,0,0,0
1448859458964770344,12285,1448859458964384857,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,530,576,560,0,0,0,0,0
1448859458979770150,12286,1448859458979372017,,0,0,0,49,1048575,0,0,0,0,0,0,0,0,531,570,557,0,0,0,0,0
1448859458994738431,12287,1448859458994350432,,0,0,0,48,1048575,0,0,0,0,0,0,0,0,531,575,559,0,0,0,0,0
1448859459009745113,12288,1448859459009349994,,0,0,0,47,1048575,0,0,0,0,0,0,0,0,531,576,561,0,0,0,0,0
1448859459024738372,12289,1448859459024350101,,0,0,0,46,1048575,0,0,0,0,0,0,0,0,531,577,561,0,0,0,0,0
1448859459039727627,12290,1448859459039336069,,0,0,0,44,1048575,0,0,0,0,0,0,0,0,532,572,559,0,0,0,0,0
1448859459054639494,12291,1448859459054252684,,0,0,0,43,1048575,0,0,0,0,0,0,0,0,531,575,560,0,0,0,0,0
1448859459069627125,12292,1448859459069242620,,0,0,0,42,1048575,0,0,0,0,0,0,0,0,530,577,561,0,0,0,0,0
1448859459084684029,12293,1448859459084290610,,0,0,0,41,1048575,0,0,0,0,0,0,0,0,530,578,562,0,0,0,0,0
1448859459099678720,12294,1448859459099287313,,0,0,0,39,1048575,0,0,0,0,0,0,0,0,531,574,559,0,0,0,0,0
1448859459114678758,12295,1448859459114287427,,0,0,0,38,1048575,0,0,0,0,0,0,0,0,531,576,561,0,0,0,0,0
1448859459129654913,12296,1448859459129266308,,0,0,0,37,1048575,0,0,0,0,0,0,0,0,530,577,562,0,0,0,0,0
1448859459145621166,12297,1448859459145227661,,-3,-3,0,36,1048575,0,0,0,0,0,0,0,0,530,580,563,0,0,0,0,0
1448859459160623583,12298,1448859459160235894,,3,3,-3,34,1048575,0,0,0,0,0,0,0,0,531,577,561,0,0,0,0,0
1448859459175594952,12299,1448859459175208322,,0,0,3,33,1048575,0,0,0,0,0,0,0,0,531,576,562,0,0,0,0,0
1448859459190600447,12300,1448859459190211606,,0,0,0,32,1048575,0,0,0,0,0,0,0,0,531,579,563,0,0,0,0,0
1448859459205584223,12301,1448859459205190694,,0,0,0,31,1048575,0,0,0,0,0,0,0,0,531,581,565,0,0,0,0,0
1448859459220583977,12302,1448859459220191888,,0,0,0,29,1048575,0,0,0,0,0,0,0,0,531,581,564,0,0,0,0,0
1448859459235566335,12303,1448859459235195578,,0,0,0,28,1048575,0,0,0,0,0,0,0,0,532,577,562,0,0,0,0,0
1448859459250603298,12304,1448859459250209459,,0,0,0,27,1048575,0,0,0,0,0,0,0,0,531,579,564,0,0,0,0,0
1448859459265539363,12305,1448859459265155142,,0,0,0,26,1048575,0,0,0,0,0,0,0,0,531,583,566,0,0,0,0,0
1448859459280492102,12306,1448859459280138942,,0,0,0,24,1048575,0,0,0,0,0,0,0,0,531,585,567,0,0,0,0,0
1448859459295544489,12307,1448859459295154064,,0,0,0,23,1048575,0,0,0,0,0,0,0,0,532,580,564,0,0,0,0,0
1448859459310571026,12308,1448859459310175940,,0,0,0,22,1048575,0,0,0,0,0,0,0,0,531,580,565,0,0,0,0,0
1448859459325526340,12309,1448859459325135327,,0,0,0,21,1048575,0,0,0,0,0,0,0,0,531,585,567,0,0,0,0,0
1448859459340504518,12310,1448859459340112760,,0,0,0,20,1048575,0,0,0,0,0,0,0,0,531,587,568,0,0,0,0,0
1448859459355500443,12311,1448859459355113322,,0,0,0,18,1048575,0,0,0,0,0,0,0,0,532,583,566,0,0,0,0,0
1448859459370425436,12312,1448859459370090265,,0,0,0,17,1048575,0,0,0,0,0,0,0,0,531,582,566,0,0,0,0,0
1448859459385486878,12313,1448859459385094060,,0,0,0,16,1048575,0,0,0,0,0,0,0,0,531,587,569,0,0,0,0,0
1448859459400488011,12314,1448859459400098184,,0,0,0,15,1048575,0,0,0,0,0,0,0,0,530,588,569,0,0,0,0,0
1448859459415380968,12315,1448859459414985528,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,533,586,568,0,0,0,0,0
1448859459430462801,12316,1448859459430042689,,0,0,0,12,1048575,0,0,0,0,0,0,0,0,532,582,566,0,0,0,0,0
1448859459445415273,12317,1448859459445025867,,0,0,0,11,1048575,0,0,0,0,0,0,0,0,532,588,570,0,0,0,0,0
1448859459460431584,12318,1448859459460038970,,0,0,0,10,1048575,0,0,0,0,0,0,0,0,531,590,571,0,0,0,0,0
1448859459475398569,12319,1448859459475010542,,0,0,0,8,1048575,0,0,0,0,0,0,0,0,532,590,572,0,0,0,0,0
1448859459490338726,12320,1448859459489953633,,0,0,0,7,1048575,0,0,0,0,0,0,0,0,533,584,568,0,0,0,0,0
1448859459505380275,12321,1448859459504987304,,0,0,0,6,1048575,0,0,0,0,0,0,0,0,531,590,572,0,0,0,0,0
1448859459520370473,12322,1448859459519975066,,0,0,0,5,1048575,0,0,0,0,0,0,0,0,530,592,573,0,0,0,0,0
1448859459535317155,12323,1448859459534926820,,0,0,0,3,1048575,0,0,0,0,0,0,0,0,531,593,574,0,0,0,0,0
1448859459550352014,12324,1448859459549954890,,0,0,0,2,1048575,0,0,0,0,0,0,0,0,533,586,570,0,0,0,0,0
1448859459565345834,12325,1448859459564955519,,0,0,0,1,1048575,0,0,0,0,0,0,0,0,532,592,573,0,0,0,0,0
